date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-09-05,19.1,14,25,0,,10,14.1,42.6,1016.9,
2022-09-06,18.4,15,23,0,,44,17.3,37,1016.7,
2022-09-07,16.3,11,21.4,0,,43,16.3,33.3,1018.9,
2022-09-08,16.9,10,24,0,,26,11.6,27.8,1019,
2022-09-09,19.1,9.9,27,0,,346,5.6,16.7,1018.6,
2022-09-10,20.6,10,30,0,,300,5.9,24.1,1016.1,
2022-09-11,22,12,31,0,,303,7.5,31.5,1011.7,
2022-09-12,19.9,13.7,28,1,,326,9.5,38.9,1007.9,
2022-09-13,16.1,8,24,0,,323,8.9,33.3,1010,
2022-09-14,15.6,7,23,0,,316,5.9,18.5,1015.6,
2022-09-15,17.8,6.3,28,0,,285,7.2,25.9,1017,
2022-09-16,21.5,11,32,0,,237,8.3,29.6,1014.5,
2022-09-17,23,12,34,0,,297,6.3,29.6,1010.5,
2022-09-18,22.7,11.6,32.6,0,,270,10.5,38.9,1008.4,
2022-09-19,20.1,13.8,25.5,0,,271,10.2,27.8,1011.8,
2022-09-20,18,11,26,0,,310,8.3,31.5,1011.2,
2022-09-21,16,11,20.1,0.2,,23,16.1,35.2,1011.5,
2022-09-22,13.1,9,16,0.4,,331,13.2,31.5,1010.4,
2022-09-23,11.8,5.9,18,0,,250,8.4,18.5,1015.2,
2022-09-24,13.1,7,19,0,,293,8.9,25.9,1018.4,
2022-09-25,12.3,3,22,0,,286,5.6,20.4,1021.6,
2022-09-26,14.5,1.9,26,0,,294,5.3,25.9,1018.9,
2022-09-27,16.7,5,28.6,0,,248,8.8,31.5,1012.6,
2022-09-28,20.7,15,25,0.9,,222,18.8,42.6,1010.5,
2022-09-29,17.5,11,25,0.3,,318,8.2,38.9,1014.8,
2022-09-30,17.8,8.9,27,0,,320,9.6,31.5,1019.7,
2022-10-01,19.4,10.6,28,0,,359,6.1,20.4,1022.2,
2022-10-02,18.5,10.5,30,0.8,,319,12.5,33.3,1013.2,
2022-10-03,15.3,9,22,0,,358,7.2,22.2,1012.4,
2022-10-04,13.7,7,21,0,,2,8,35.2,1014.8,
2022-10-05,13.5,8,19,0.2,,22,14.2,37,1021.9,
2022-10-06,13.1,9.3,16,0.3,,50,21.4,48.2,1023.4,
2022-10-07,12.5,10,15,1.7,,43,20.1,50,1019,
2022-10-08,11,9.5,12.7,2.2,,198,7.2,24.1,1015.1,
2022-10-09,12.9,10,16,0.8,,236,10.3,29.6,1017.6,
2022-10-10,12.7,7,19,0,,356,7.2,20.4,1023.3,
2022-10-11,12.2,4,21,0,,357,3.2,13,1022.7,
2022-10-12,13.4,5.6,21,0,,22,7.1,25.9,1019.7,
2022-10-13,13.5,8,20,0,,17,13.6,27.8,1019,
2022-10-14,12.5,5,19.1,1.1,,24,7.9,25.9,1016.3,
2022-10-15,13,11,16,0.4,,37,17.2,33.3,1014.5,
2022-10-16,11.3,8.1,14,13.7,,27,14.5,29.6,1018.8,
2022-10-17,13.5,11.9,15.5,5.9,,34,20.5,38.9,1023.9,
2022-10-18,14.2,12,17,0,,38,22.3,50,1024.4,
2022-10-19,13.4,9,19,0,,147,9.4,31.5,1016.7,
2022-10-20,12.4,9,19,0.1,,11,11.8,40.8,1016.7,
2022-10-21,8.6,5,13,0,,3,13.4,29.6,1022.9,
2022-10-22,6.2,0,15,0,,2,5.9,16.7,1026.8,
2022-10-23,7.1,-1.3,16,0,,294,6.2,25.9,1024.8,
2022-10-24,9.2,0.8,18,0,,19,5.3,20.4,1024.1,
2022-10-25,9.2,1,19,0,,356,2.6,11.1,1022.5,
2022-10-26,9.6,0,20,0,,9,6,18.5,1021.6,
2022-10-27,10.5,3,18,0,,29,7.8,27.8,1025.2,
2022-10-28,8.8,2,16,0,,27,8.5,24.1,1026.5,
2022-10-29,7.3,0,15,0,,38,9.2,25.9,1024.8,
2022-10-30,7.4,-2,18,0,,78,3.3,13,1021.6,
2022-10-31,7.8,-2,19,0,,357,5.5,18.5,1020,
2022-11-01,8.8,0.5,18,0,,358,4.6,18.5,1021.8,
2022-11-02,7.5,-1.8,17.5,0,,334,4.4,14.8,1021.7,
2022-11-03,8.6,-1,19,0,,343,6.2,22.2,1020.8,
2022-11-04,8.9,1,18,0,,307,5.8,24.1,1019,
2022-11-05,9.2,0.7,20,0,,342,5,22.2,1019.8,
2022-11-06,9,-2,19.7,0,,15,5.1,20.4,1019.2,
2022-11-07,9.9,4,16,1.2,,27,4.9,16.7,1014.9,
2022-11-08,9.2,3,15,0,,38,8.6,22.2,1017.8,
2022-11-09,9.2,4,15,0,,8,8.1,20.4,1020.4,
2022-11-10,6,-1,15,0,,24,2.9,13,1023.7,
2022-11-11,5.6,-2,15.2,0,,4,3.1,13,1026.1,
2022-11-12,5.2,-1,13,0,,21,8.4,24.1,1028.5,
2022-11-13,5.1,-4,16,0,,355,2,13,1029.3,
2022-11-14,5,-3,15.2,0,,19,3.9,14.8,1024.2,
2022-11-15,4,-3,11,0,,24,7.4,25.9,1020.5,
2022-11-16,4,-5,13,0,,327,5.6,24.1,1013.8,
2022-11-17,6.6,-2.1,13.7,0,,256,9.5,31.5,1012.2,
2022-11-18,12.5,10,16,0.4,,204,17,33.3,1013.5,
2022-11-19,12.4,8,17,0,,296,8.1,29.6,1019.3,
2022-11-20,9.2,2,17,0,,0,3.9,22.2,1023.6,
2022-11-21,9.2,3,16,0.2,,343,3.6,24.1,1017.9,
2022-11-22,9.7,4,13.1,2.7,,226,11,38.9,1014.2,
2022-11-23,6.9,-0.2,15,0,,66,6.6,24.1,1015.3,
2022-11-24,9,6.6,11,9.3,,358,6.3,20.4,1009.2,
2022-11-25,7.3,6,9,3.5,,270,11.4,25.9,1009,
2022-11-26,5.7,2,10,0,,270,14.4,29.6,1018.5,
2022-11-27,2.7,-2,9.6,0,,19,5.8,20.4,1022.9,
2022-11-28,1.9,-3.2,7.2,0,,25,8.9,29.6,1019.6,
2022-11-29,4.4,-1,11,0,,12,7.4,27.8,1017.5,
2022-11-30,6.5,-0.6,16,0,,24,4.8,24.1,1018.1,
2022-12-01,6.7,1,13.2,0.6,,17,2.8,18.5,1019.7,
2022-12-02,8.1,2,13.1,0.5,,257,7.2,22.2,1020.8,
2022-12-03,6,-1,11,0,,22,3.9,14.8,1023.6,
2022-12-04,6.8,2,11,0,,42,6.6,20.4,1024.5,
2022-12-05,3.2,-3,10.5,0,,21,4.7,18.5,1023.9,
2022-12-06,1.7,-4,9,0,,22,3.8,13,1021.5,
2022-12-07,1,-5.4,9,0,,15,1.9,14.8,1019.4,
2022-12-08,2,-4.1,11,0,,333,5,16.7,1021.6,
2022-12-09,2.7,-4,11,0,,335,4.3,18.5,1023,
2022-12-10,4.5,-1,10,0,,355,3.5,13,1020.3,
2022-12-11,6.8,4.9,9.1,3.5,,51,6.1,25.9,1014.3,
2022-12-12,9.7,7,12.2,2.2,,202,11.3,33.3,1010.4,
2022-12-13,8.8,6,12,5.1,,187,6.1,22.2,1010.3,
2022-12-14,7.1,4,9,8.2,,41,3.4,18.5,1013.6,
2022-12-15,6.5,2,11.5,0,,1,4.2,20.4,1018,
2022-12-16,10.2,5,14.7,0,,244,5.5,16.7,1022.8,
2022-12-17,4.8,2,10,0,,359,2.3,13,1025.5,
2022-12-18,6,3.7,8,0,,20,4,13,1027.4,
2022-12-19,5.6,3,7.7,3,,1,8.5,35.2,1027.1,
2022-12-20,0.9,-3,3,0,,43,16.2,38.9,1026.9,
2022-12-21,0.8,-3,5.5,0,,34,8,31.5,1023.4,
2022-12-22,0,-2,1.1,0,,342,5.3,13,1021.9,
2022-12-23,0.4,0,1.2,0,,326,5.4,14.8,1019,
2022-12-24,0.9,-1,3.2,0,,320,5.6,14.8,1017.8,
2022-12-25,2,0.9,3.7,1.8,,303,4,14.8,1019.6,
2022-12-26,2.1,-1,6,0,,229,9.1,24.1,1024.9,
2022-12-27,-0.1,-6,6,0,,344,4.5,16.7,1027.2,
2022-12-28,2.1,-1,7.2,0,,245,5.4,18.5,1027.2,
2022-12-29,0.9,-4.6,10,0,,353,4.1,13,1028.7,
2022-12-30,0.8,-5.2,11,0,,5,3.4,13,1030.1,
2022-12-31,-0.4,-6,5,0,,20,2.9,11.1,1031.4,
2023-01-01,0.7,-6,9.5,0,,14,4.4,18.5,1033.3,
2023-01-02,-0.3,-7,11,0,,18,2,14.8,1033,
2023-01-03,-0.6,-7.2,10,0,,14,2.5,16.7,1029.6,
2023-01-04,-1,-8,8,0,,5,3.1,16.7,1025,
2023-01-05,0.5,-4.6,9,0,,21,4.6,14.8,1022.3,
2023-01-06,-1.4,-6.1,3.2,0,,176,6.8,22.2,1020.5,
2023-01-07,-0.3,-3,4,0,,278,5,14.8,1024.6,
2023-01-08,-0.9,-3,4,0,,197,6.2,13,1023.4,
2023-01-09,-0.5,-2.2,4,0,,195,6.8,16.7,1024.4,
2023-01-10,-1.5,-3,3,0,,61,8.6,27.8,1023.3,
2023-01-11,1.3,-4.4,8.2,0,,35,10.3,40.8,1021.2,
2023-01-12,3.8,-2,9.5,0,,31,7,24.1,1018.7,
2023-01-13,0.4,-6,9,0,,9,5,18.5,1018.7,
2023-01-14,-0.4,-8,9,0,,3,2.3,14.8,1019.1,
2023-01-15,-0.8,-8,9,0,,30,3.4,14.8,1020.1,
2023-01-16,0.5,-8,10,0,,11,3.4,14.8,1017.6,
2023-01-17,3.1,-5,11,0,,241,9.2,29.6,1018.1,
2023-01-18,5.9,1,14,0,,222,7.9,24.1,1019.8,
2023-01-19,4,-3.2,13.2,0,,345,4.4,18.5,1023.2,
2023-01-20,2.4,-6.2,14,0,,7,5.1,20.4,1018.7,
2023-01-21,2.5,-6,14,0,,19,5.1,20.4,1020.9,
2023-01-22,2.7,-5,13,0,,15,2.7,14.8,1023.1,
2023-01-23,3,-4,13,0,,18,3.7,16.7,1024.5,
2023-01-24,1.7,-5.7,12,0,,9,5.4,16.7,1025.1,
2023-01-25,1.2,-4,5,0,,18,7.5,22.2,1023.9,
2023-01-26,-0.5,-8,7.2,0,,40,3.6,16.7,1022,
2023-01-27,2.2,-4,9,0.9,,33,10.8,48.2,1014.4,
2023-01-28,5.2,1,10,4.9,,209,10.9,25.9,1010.2,
2023-01-29,2.5,0,4,0.8,,248,10.7,24.1,1013.3,
2023-01-30,0.5,-1.3,3,0,,263,6.2,16.7,1012.2,
2023-01-31,0.6,-1.5,4,1.2,,4,9.8,24.1,1006.4,
2023-02-01,-0.8,-3,2,1.6,,302,7.9,25.9,1010.4,
2023-02-02,-2.2,-7,1,1,,210,12.1,31.5,1017.5,
2023-02-03,-0.8,-2.2,3,0,,209,11.6,27.8,1020.1,
2023-02-04,-3.5,-8,1,0,,313,6.2,14.8,1015,
2023-02-05,-5.1,-9,-1,0,,348,7.7,29.6,1009.9,
2023-02-06,-0.7,-3.1,1,3,,23,28,46.3,1005.3,
2023-02-07,-2.8,-6,-0.2,0,,25,15.7,31.5,1016.2,
2023-02-08,-5.9,-12,0.2,0,,285,5.6,20.4,1024.8,
2023-02-09,-3,-6,0.1,0,,229,5.4,14.8,1028.4,
2023-02-10,-2.3,-5,-1,0,,19,8,20.4,1030,
2023-02-11,-2.9,-5,-1,0,,47,5.6,20.4,1028.5,
2023-02-12,-2.9,-5.3,0,0,,230,7.4,20.4,1025.1,
2023-02-13,-2.4,-6,3,0,,86,8.2,24.1,1029.8,
2023-02-14,-3.3,-10,3,0,,258,6.8,22.2,1024.9,
2023-02-15,-0.6,-3,2,0.1,,256,14.7,31.5,1021.7,
2023-02-16,-1.8,-4.3,1,0,,237,9.7,31.5,1027.5,
2023-02-17,-1.9,-9,5,0,,249,8,29.6,1028.7,
2023-02-18,2.1,-5,8,0,,203,12.1,33.3,1024.6,
2023-02-19,7.9,5,13,0,,207,16.9,33.3,1020.1,
2023-02-20,3.7,-1,8.5,1.7,,234,10.2,37,1018.2,
2023-02-21,3.6,-1,10,0,,209,17.3,37,1018.7,
2023-02-22,5,-4,14,0,,299,9.4,24.1,1016.4,
2023-02-23,5.2,-2,12,0,,23,6.1,22.2,1016.6,
2023-02-24,5.6,-1,13,0,,40,7.2,18.5,1018,
2023-02-25,5.9,-2.8,14,0,,209,9.5,33.3,1016,
2023-02-26,6.5,-1,14.5,0,,214,9.4,35.2,1019.2,
2023-02-27,6.5,-2,16,0,,31,5,20.4,1024.3,
2023-02-28,8.1,2.8,15,0.6,,6,5.9,16.7,1025.9,
2023-03-01,11.7,7,19,0.2,,48,7.9,24.1,1019.9,
2023-03-02,9.9,2,18.5,0.1,,11,6.2,35.2,1015.2,
2023-03-03,10.3,5,16,5.3,,326,13.9,31.5,1012.6,
2023-03-04,6.9,0,12,0,,263,11.3,33.3,1015.5,
2023-03-05,7.3,5,11,17.3,,204,10.4,33.3,1010.6,
2023-03-06,5.3,1,8,5.5,,262,14.5,33.3,1010.3,
2023-03-07,4.9,0,11,0.2,,221,8,27.8,1015.1,
2023-03-08,7,0,14,0,,270,9.2,25.9,1014.6,
2023-03-09,7.9,0.6,14.5,0,,215,11.7,37,1013.4,
2023-03-10,10.2,6,15,0,,209,14.9,37,1012.4,
2023-03-11,11.6,8,15.2,6.4,,192,20.6,44.5,1007.2,
2023-03-12,7.3,6,9,23.4,,190,10.3,37,1006.1,
2023-03-13,3.8,1,5.4,2.3,,34,19.6,40.8,1012.3,
2023-03-14,2.9,0,7.1,0,,39,16,37,1013.7,
2023-03-15,6.5,2,14,0,,352,7.2,18.5,1009.1,
2023-03-16,7,1.6,12,0.6,,352,7.7,24.1,1008.7,
2023-03-17,5.5,1.9,9.1,9.3,,44,7.6,25.9,1011.1,
2023-03-18,6.1,3.7,11.1,9.8,,286,7.4,20.4,1012.2,
2023-03-19,6.4,5,8,4.2,,23,19.9,40.8,1011.4,
2023-03-20,7.5,2,14,0,,11,12.7,31.5,1015,
2023-03-21,6.2,-2,15,0,,355,5.9,24.1,1014.9,
2023-03-22,6.7,-0.2,13,4.4,,337,4,16.7,1012.6,
2023-03-23,5.9,3,8.2,7.2,,316,5.8,22.2,1013.2,
2023-03-24,7.1,1,14,0,,1,6.3,14.8,1016.1,
2023-03-25,8.8,1,16,0,,345,5.5,18.5,1012.6,
2023-03-26,9,0.2,17,0.3,,283,10,29.6,1009.3,
2023-03-27,9.5,1,17,0,,215,9.1,29.6,1010.1,
2023-03-28,8.5,5,12,14.9,,207,15.9,42.6,1005,
2023-03-29,1.6,-2,5,6.1,,321,17.8,40.8,1010.9,
2023-03-30,-1.8,-4.5,1.5,1,,277,10.3,29.6,1019.4,
2023-03-31,1,-7,8,0,,232,8.4,25.9,1018.1,
2023-04-01,8.5,1.7,15,0.1,,215,9.7,31.5,1013.4,
2023-04-02,11.4,8,15,0.5,,210,20.8,37,1010.9,
2023-04-03,12.9,7.9,19,2.8,,213,11.2,35.2,1012.5,
2023-04-04,13.4,7,21,4.7,,177,18.1,40.8,1007.6,
2023-04-05,7.9,2.7,14,5.8,,200,13.7,38.9,1008.5,
2023-04-06,7.9,5.9,11,3,,227,13.6,37,1011.2,
2023-04-07,6,3,9,5.7,,254,13.8,27.8,1012.1,
2023-04-08,6.7,-1,13.5,0,,1,6.5,20.4,1019.2,
2023-04-09,9.3,1.6,16,0,,57,7,22.2,1017,
2023-04-10,9.2,7.8,12.1,18.5,,166,8.5,22.2,1008.6,
2023-04-11,8.7,5.7,13,0,,203,12.1,27.8,1004,
2023-04-12,7.6,4.7,11,0.5,,223,12.1,35.2,1003.1,
2023-04-13,7.4,3,11,0.8,,250,11.4,35.2,1009.8,
2023-04-14,9.3,-0.1,18,0,,301,10.2,35.2,1015.9,
2023-04-15,12.9,3,21,0,,265,6.5,25.9,1016.9,
2023-04-16,12.9,6.8,21,4.7,,14,8.5,25.9,1014.7,
2023-04-17,12.3,4,21,1.1,,128,8.6,31.5,1013.7,
2023-04-18,13.7,9,20.5,6.5,,213,14.7,40.8,1013.3,
2023-04-19,12.5,7.5,20.1,3.4,,293,11.1,33.3,1009.1,
2023-04-20,10.4,7,15,2,,260,12,31.5,1008.6,
2023-04-21,10.1,4.7,16,0.5,,240,12.8,35.2,1010.5,
2023-04-22,10.3,2.7,16.2,0,,296,7.8,24.1,1013.1,
2023-04-23,8.8,5.6,13.7,3.2,,26,11.5,20.4,1013,
2023-04-24,9.7,5,15,1,,265,7.9,27.8,1013.2,
2023-04-25,10.4,0.3,18.1,0.2,,202,10.8,27.8,1012.4,
2023-04-26,12.6,7,18,0.7,,225,12.7,29.6,1008.8,
2023-04-27,10.5,8,15,4.1,,191,11.3,33.3,1007,
2023-04-28,7.2,4,10,0,,293,17,38.9,1011.4,
2023-04-29,5.8,0.6,11,0.1,,261,11.4,33.3,1011.9,
2023-04-30,6.4,3,10,0.2,,252,10.1,25.9,1013,
2023-05-01,7.8,-2,16.1,0,,323,11.3,29.6,1018.3,
2023-05-02,9.8,0.3,18,0,,15,7.2,18.5,1022.3,
2023-05-03,12.3,1.3,22,0,,191,5.5,20.4,1023.6,
2023-05-04,13.6,3.5,22,0,,143,6.2,25.9,1020.7,
2023-05-05,16.2,6,24,0.5,,51,11.8,35.2,1013.5,
2023-05-06,17.6,13,23,2.7,,58,18.4,50,1007.7,
2023-05-07,12,9.9,15,1.6,,351,11.6,35.2,1012.5,
2023-05-08,13.6,9,19,0.6,,357,7.9,22.2,1016,
2023-05-09,13.8,7.5,21,0,,12,11,31.5,1015.5,
2023-05-10,13.3,10,18,2.3,,25,12.3,25.9,1014.9,
2023-05-11,13,10,17,0,,42,16.9,31.5,1016.4,
2023-05-12,12.8,8.5,18,2.2,,26,16.6,38.9,1014.6,
2023-05-13,13.3,8.4,19,0.2,,342,7,24.1,1017.9,
2023-05-14,13.6,5.9,21,0,,341,8.1,24.1,1020.5,
2023-05-15,15.3,7.3,22,0,,344,9.8,20.4,1018.3,
2023-05-16,18.2,9,26,0,,18,6.2,20.4,1015.3,
2023-05-17,17.4,11,27,2.9,,50,8.2,27.8,1009.9,
2023-05-18,13.9,7.6,21,3.9,,265,10.4,25.9,1008.3,
2023-05-19,13.5,7,18.1,0.5,,251,9.2,24.1,1010.9,
2023-05-20,13,7.9,19.2,8.5,,327,8.5,22.2,1011.4,
2023-05-21,14.2,10,20,0.6,,326,9.4,22.2,1009.6,
2023-05-22,13.6,7,21,5.7,,356,7.4,24.1,1008.7,
2023-05-23,13.3,11.1,17,3.7,,146,6,20.4,1009.9,
2023-05-24,14.1,9.5,19,3.2,,84,6.2,22.2,1013.4,
2023-05-25,14.1,9,21,2.4,,305,6.6,22.2,1014.2,
2023-05-26,14.9,8.4,20.5,1.7,,19,7,18.5,1013.6,
2023-05-27,17.4,9,25,2.5,,44,6.3,22.2,1011.9,
2023-05-28,17.7,13.5,21.2,3,,85,14.8,35.2,1009.2,
2023-05-29,16.4,11.7,23,6.4,,36,12.2,27.8,1009.1,
2023-05-30,14.2,11.8,17,10,,180,8.4,22.2,1012.2,
2023-05-31,15.6,11.7,20,1.3,,328,7.7,22.2,1015.5,
2023-06-01,15.4,9,21,0,,358,8,22.2,1015.6,
2023-06-02,17.9,13,23,4.9,,49,7,24.1,1013.6,
2023-06-03,15.6,12,21,7.9,,7,10.6,22.2,1011,
2023-06-04,15.1,12,18.2,12.5,,128,6.9,33.3,1014.7,
2023-06-05,16,14,20,3.1,,20,16.4,42.6,1017,
2023-06-06,17.2,11,22,0.6,,43,13.5,31.5,1018.2,
2023-06-07,18.7,10.5,25.2,0,,39,8.8,20.4,1017,
2023-06-08,19.9,11,27,0,,96,7.5,25.9,1014,
2023-06-09,18.9,12,26,0.8,,72,7.2,25.9,1010.5,
2023-06-10,18.6,13,24,1.9,,343,7.3,22.2,1008.6,
2023-06-11,16.7,12,23.5,1.1,,358,8.1,25.9,1008.3,
2023-06-12,17,10,23,1.5,,261,8.2,27.8,1008.2,
2023-06-13,16.9,13,22.2,0.7,,4,10.7,24.1,1008.4,
2023-06-14,16.5,13.5,21,0.3,,42,6.9,27.8,1011,
2023-06-15,18.3,10.9,25,0,,17,7.4,20.4,1014,
2023-06-16,20.3,12,28,0,,258,7.3,25.9,1010.7,
2023-06-17,20.8,13.7,28.2,4.1,,25,10.8,27.8,1004.7,
2023-06-18,17.9,12.9,23,0.7,,281,10.3,27.8,1008,
2023-06-19,16.7,13.7,20,16.8,,352,10.3,31.5,1011.2,
2023-06-20,17.2,13.5,22,1.3,,292,13.5,37,1014.3,
2023-06-21,17.5,14.6,21.7,0.1,,9,11,35.2,1016.3,
2023-06-22,18.3,11.9,24,0,,28,13.6,37,1018.3,
2023-06-23,18.7,11.2,25.5,0,,7,10.9,25.9,1018.9,
2023-06-24,19.7,11.2,27.6,0,,27,9.1,18.5,1017.6,
2023-06-25,20.5,9.9,30,0,,323,4.7,18.5,1013,
2023-06-26,22,13.7,29.7,0.3,,285,8.7,31.5,1008.4,
2023-06-27,20.6,12.7,26,0,,357,11.7,33.3,1011.1,
2023-06-28,22.4,16.4,29,1.8,,27,13.1,25.9,1011.7,
2023-06-29,20.7,14.6,27,0,,291,11.5,38.9,1012.2,
2023-06-30,19.1,14.7,25.1,0.2,,329,10.7,33.3,1013.3,
2023-07-01,19.5,11,27,0,,15,7.7,20.4,1013,
2023-07-02,22.2,11.9,31,0,,257,8.4,29.6,1011.4,
2023-07-03,24,12.8,33,0.2,,289,6.2,31.5,1011.9,
2023-07-04,25.2,20,32,0,,4,11.9,35.2,1013,
2023-07-05,25.7,17.2,32,0,,33,15.8,37,1011.7,
2023-07-06,25.5,15.8,33,0,,7,13.1,38.9,1007.9,
2023-07-07,24.8,18.9,31,0,,320,13.9,44.5,1010.3,
2023-07-08,20.3,14.8,27,0.9,,309,11.1,40.8,1011.2,
2023-07-09,17.9,15.7,21,3.8,,250,13.7,46.3,1012.3,
2023-07-10,18.7,15,23,0.7,,334,17.3,44.5,1016.3,
2023-07-11,17.9,7.3,26.2,0,,0,9.4,33.3,1018.9,
2023-07-12,21.3,11.1,30,0,,327,9.8,31.5,1019.6,
2023-07-13,23.6,13.3,32,0,,14,10.5,31.5,1019.1,
2023-07-14,25.3,14,34,0,,24,10.8,38.9,1016.3,
2023-07-15,24.8,18.5,30.7,0,,18,16.5,44.5,1016.6,
2023-07-16,22.3,13.2,29,0,,30,16.1,40.8,1017,
2023-07-17,23.2,14,33.5,0,,43,14.9,35.2,1017.5,
2023-07-18,22.4,13.9,30,0,,52,17.4,37,1014.2,
2023-07-19,22.8,13.8,30,0,,54,16.9,38.9,1012.9,
2023-07-20,24.2,15.2,32,0,,32,11.4,27.8,1011.3,
2023-07-21,25.1,16.5,32,0,,13,10.6,37,1012.6,
2023-07-22,25.9,18,34,0,,18,13.5,37,1015.6,
2023-07-23,25,13.8,33,0,,39,10.8,38.9,1015.5,
2023-07-24,24,17.2,29.6,0,,25,15.4,46.3,1013,
2023-07-25,22.2,12.9,30.2,0,,34,12.7,29.6,1012.9,
2023-07-26,24.7,14.5,34,0,,304,6.3,20.4,1010.9,
2023-07-27,26.6,15.3,37,0,,271,9.5,42.6,1007.2,
2023-07-28,21.4,15.4,27.7,0,,319,15,31.5,1013.4,
2023-07-29,22.2,15,29.6,0,,26,14.4,35.2,1011.7,
2023-07-30,23.1,15.5,30,0,,42,16.9,35.2,1010.3,
2023-07-31,23.6,14.8,32,0,,359,11.9,29.6,1008.7,
2023-08-01,25.6,16.4,33.1,0,,303,9,31.5,1008,
2023-08-02,25.7,17.1,32,0.7,,235,10.9,31.5,1010.2,
2023-08-03,25.7,16.5,34,0,,36,10.8,35.2,1012.4,
2023-08-04,25.9,17,33,0,,39,10.2,25.9,1013.3,
2023-08-05,26.8,18.3,35,0,,45,11.2,24.1,1010.2,
2023-08-06,28,15.1,37,0,,267,11.2,37,1006.7,
2023-08-07,27.2,19.3,34,0,,274,8.6,29.6,1008.7,
2023-08-08,27.2,20.7,36,0,,28,18.2,40.8,1008.8,
2023-08-09,25.4,20.8,31,0,,59,21.8,40.8,1011.4,
2023-08-10,26.5,19,35,0,,52,15.2,35.2,1011.2,
2023-08-11,25.4,20.9,31,0,,354,12.1,40.8,1012.6,
2023-08-12,24.7,19.1,31,0,,61,21.3,40.8,1015.1,
2023-08-13,27.1,18.5,36,0,,53,20.8,37,1014.7,
2023-08-14,31.5,24.8,39,0,,65,23.9,38.9,1015.3,
2023-08-15,31.4,23,38.2,0,,60,19.2,40.8,1014.9,
2023-08-16,29.9,22,38,0,,53,11.4,35.2,1011.9,
2023-08-17,28.4,20,37,0,,52,9.5,31.5,1011.3,
2023-08-18,28.3,20,36,0,,67,10.5,31.5,1012.6,
2023-08-19,27.8,20.9,35,0,,66,15.8,35.2,1013,
2023-08-20,27.4,19.7,34,0,,37,15.4,40.8,1011.6,
2023-08-21,26.1,18.3,32,0,,54,14.9,37,1013.3,
2023-08-22,25.6,17.8,32,0,,58,13.9,33.3,1016,
2023-08-23,25.7,17.8,32,0,,52,11.1,29.6,1015.7,
2023-08-24,25.6,17,33,0,,39,10.7,29.6,1013.9,
2023-08-25,24.9,18.6,31,0,,58,17.2,33.3,1014.1,
2023-08-26,23.5,15.6,30,0,,54,17.5,35.2,1014.7,
2023-08-27,23.8,16,31.2,0,,50,14.6,31.5,1010.2,
2023-08-28,23.2,16.3,29,0,,44,16.5,42.6,1007.4,
2023-08-29,23.2,14.1,30,0,,73,8.5,22.2,1008.4,
2023-08-30,25.3,16,33.1,0,,316,8.8,27.8,1009.5,
2023-08-31,25.7,16,34,0,,260,7.8,27.8,1011.8,
2023-09-01,24.7,17,33,0,,340,11.2,42.6,1013.5,
2023-09-02,23.7,18.8,30,0.4,,47,21.5,44.5,1014.7,
2023-09-03,18.9,16.2,22.1,15.7,,54,16.6,42.6,1014,
2023-09-04,17.3,14.6,20.2,7.5,,41,11.9,29.6,1012.2,
2023-09-05,21.7,16.5,28,0.1,,69,12.4,24.1,1012.3,
2023-09-06,22.8,15,30,0,,39,10.2,29.6,1015,
2023-09-07,22.7,17,29,0,,50,18.3,35.2,1015.9,
2023-09-08,19.9,15.7,25,0,,42,15.1,33.3,1015.7,
2023-09-09,20.1,14,27,0,,59,12.4,37,1014.7,
2023-09-10,18.1,12,23,0,,64,19.9,37,1015.4,
2023-09-11,16.3,10,23,0,,58,14.3,33.3,1014.7,
2023-09-12,16,10,22,0,,64,11.6,27.8,1016.6,
2023-09-13,16.4,9.5,23,0,,61,11.6,24.1,1018.9,
2023-09-14,16.6,8,24,0,,73,8,24.1,1018.1,
2023-09-15,17.7,9,26,0,,121,7.8,18.5,1017.9,
2023-09-16,18,9.8,25,0,,64,12,33.3,1018.4,
2023-09-17,18.2,11,25,0,,46,12.4,31.5,1017.9,
2023-09-18,16.7,10,24,0,,51,17.5,35.2,1016.9,
2023-09-19,15.8,9,24,0,,52,15.4,29.6,1015.9,
2023-09-20,16.9,5.7,28,0,,348,4.3,16.7,1016.5,
2023-09-21,17.9,7.8,28,0,,311,5.4,20.4,1017.1,
2023-09-22,18.7,8,29.5,0,,314,5.7,22.2,1018.3,
2023-09-23,19.8,10,29.1,0,,9,5.9,20.4,1018.1,
2023-09-24,21.5,12.4,30,0,,135,6.1,22.2,1015.5,
2023-09-25,21.6,12,30,0,,26,6.5,35.2,1014.8,
2023-09-26,20.1,14,26,0,,57,14,27.8,1014.8,
2023-09-27,20.2,13,28,0,,23,7.3,24.1,1015.4,
2023-09-28,19.4,14,25,0.8,,55,8.9,27.8,1016.4,
2023-09-29,18.7,14,24,0,,262,9.1,20.4,1016.9,
2023-09-30,17,14.7,22.2,1.7,,35,8.2,24.1,1014.6,
2023-10-01,14.3,12.7,16,4.4,,327,5.1,16.7,1012.7,
2023-10-02,15.9,13.6,20,0,,6,9.9,35.2,1016,
